Title,Title_link,partial_entry,rev_wrap,Headline,Field1
Very good vegetarian and vegan option,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r346863975-Mildreds_Soho-London_England.html,"I was recently in London with my adult daughter who is a vegan which means not only no meat, but no dairy, eggs or most of the things that make food worth eating. She was advised to go to Mildred's and she dragged me with...More",Date of visit: February 2016,Very good vegetarian and vegan option,"I was recently in London with my adult daughter who is a vegan which means not only no meat, but no dairy, eggs or most of the things that make food worth eating. She was advised to go to Mildred's and she dragged me with her. It's right in the heart of Soho in a very narrow building. They don't take reservations and the place was packed, but we decided to wait for the 40 minutes necessary to get a table. There is a small bar area and we found two of the few seats. Just because vegans don't like to eat a lot of the things most people consider necessities (bacon for example), doesn't mean they don't like to drink. There were a lot of good cocktail choices and the bourbon sour I had was so good I had a second. My daughter's peach bellini also needed to be tried twice.For mains my daughter did better than I by choosing what essentially was a vegan version of bangers and mash. If you closed your eyes you would swear it was a sausage you were eating and not something concocted to taste like sausage, I was less fortunate with a sweet potato curry which was good, but not great. Maybe a vegetarian would be more impressed.The dessert I had more than made up for the somewhat lackluster main. The sticky toffee pudding was so good I forgot to take a picture of it until it was gone.The wine was good at a fair price and the service just fine. I would not describe the dining area as 'airy' as they do on the website. It's packed very tight.The crowd here obviously tends toward the younger set - 25-35 mostly, casually dressed. Prices are very good for what you get.I'm no expert on vegetarian restaurants and don't plan on becoming one, buy I would not hesitate to recommend Mildred's, but have the faux bangers and mash over the curry."
Fatty #1 on Mildred's - vegetarian deliciousness,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r346776680-Mildreds_Soho-London_England.html,"I took a friend for a quick lunch as we both work nearby. She's a vegetarian and I'm always trying to find places to take her - what can I say, I'm obviously a considerate omnivore. We arrived just after midday, knowing this place didn't...More",>  >,Fatty #1 on Mildred's - vegetarian deliciousness,"I took a friend for a quick lunch as we both work nearby. She's a vegetarian and I'm always trying to find places to take her - what can I say, I'm obviously a considerate omnivore. We arrived just after midday, knowing this place didn't take reservations, and we were pleased to be seated immediately. Within minutes of our arrival the place was full. And rightly so.The menu is wonderful and we had trouble deciding on what to have - and whether to share. So we both had the burrito (beautiful) and a different starter (haloumi for me, Samosas for her). All dishes were wonderfully presented and tasted divine. All in all, two very happy guests and recommending this place for any occasion and even for staunch omnivores."
,,,,,
The best Vegan.Vegetarian restaurant,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r346595649-Mildreds_Soho-London_England.html,"I have been there few times. The food is always amazing!
You cannot book the table so you need to wait bit.However, it is worth!
Great fresh juice and delicious and healthy food!",Date of visit: December 2015,The best Vegan.Vegetarian restaurant,"I have been there few times. The food is always amazing!You cannot book the table so you need to wait bit.However, it is worth!Great fresh juice and delicious and healthy food!"
Delicious and fab service,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r346250913-Mildreds_Soho-London_England.html,"Came here the other week with a friend for a pre theatre meal. We arrived shortly after 5pm - so pretty early. It was already busy by then so it's definitely an in demand place. However, we were seated promptly (we hadn't booked) and had...More",Date of visit: February 2016,Delicious and fab service,"Came here the other week with a friend for a pre theatre meal. We arrived shortly after 5pm - so pretty early. It was already busy by then so it's definitely an in demand place. However, we were seated promptly (we hadn't booked) and had our drinks orders taken.I'm pescetarian and my friend is vegan and the waiting staff were very knowledgeable about the contents of the food and drink. In the end we opted for a load of starters (so it was a bit like tapas) the food was lush. I really recommend the smashed avocado. Price was reasonable. I recommend booking or getting there early because when we left there was a one hour wait."
Sublimely tasty food with many healthy options,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r346193685-Mildreds_Soho-London_England.html,"We were lucky enough to arrive early to eat here, 5.30 (pre-theatre), and were seated straight away. About 15 minutes later there were queues out of the door because this is somewhere you can’t book and is very popular. It isn’t a big space and...More",Date of visit: January 2016,Sublimely tasty food with many healthy options,"We were lucky enough to arrive early to eat here, 5.30 (pre-theatre), and were seated straight away. About 15 minutes later there were queues out of the door because this is somewhere you can’t book and is very popular. It isn’t a big space and I marvelled at the way the waiters and waitresses managed to move smoothly between tables, bringing dishes made by what must have been a very efficient kitchen. Had a carrot, apple, beetroot, ginger and lime juice that was divine; starter of buffalo tofu, crumbed and fried with buffalo sauce, crudite and blue cheese dip (vegan option); main course organic detox salad with beetroot, carrot, sultanas, sprouting and toasted seeds in lime and ginger dressing with marinated tofu; and finally, apricot and apple crumble with custard (vegan). Everything was extremely well flavoured and fresh tasting, and it seemed that no matter how busy they got the food came out on time – promptly but not too quickly. I highly recommend this place, not just to vegans/vegetarians, but to meat eaters too, who won’t fail to find the food flavoursome and filling."
Great food. Shame you can't book a table.,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r346100031-Mildreds_Soho-London_England.html,"If I was told that, on my all too infrequent trips to London, that I could only dine in one restaurant, Mildred's would be it (with Ev a close second). 
I love this place! The vegan options are always delicious, the service is friendly and...More",Date of visit: March 2015,Great food. Shame you can't book a table.,"If I was told that, on my all too infrequent trips to London, that I could only dine in one restaurant, Mildred's would be it (with Ev a close second). I love this place! The vegan options are always delicious, the service is friendly and there's always a good atmosphere. It's so popular that you often have to wait for a table, but the food is well worth the wait.It's good to hear that another branch has opened and I look forward to trying it on my next visit."
Fab food and so friendly,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r346093422-Mildreds_Soho-London_England.html,"Even though the queue was long on a busy Friday night the staff were so friendly and welcoming.
The food was yummmmmy with a great choice. So nice to have a variety of veggie food at a reasonable price",Date of visit: February 2016,Fab food and so friendly,Even though the queue was long on a busy Friday night the staff were so friendly and welcoming.The food was yummmmmy with a great choice. So nice to have a variety of veggie food at a reasonable price
Best vegetarian meal ever...,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r346088600-Mildreds_Soho-London_England.html,"And that's coming from a meat lover! 
You can't book so prepare to buy a bottle of wine to sip on while you wait for a table. Fear not, the wait is totally worth it! 

Grab a burger and some sweet potato fries to go...More",Date of visit: February 2016,Best vegetarian meal ever...,"And that's coming from a meat lover! You can't book so prepare to buy a bottle of wine to sip on while you wait for a table. Fear not, the wait is totally worth it! Grab a burger and some sweet potato fries to go with it. You won't look back!"
Great place for non veggies too,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r345524581-Mildreds_Soho-London_England.html,"I am a card carrying member of the meat eating clan but was in London with friends that are all veggies so I decided to take them somewhere that their only choice on the menu wasn't mushroom risotto.

We weren't able to book on a...More",Date of visit: February 2016,Great place for non veggies too,"I am a card carrying member of the meat eating clan but was in London with friends that are all veggies so I decided to take them somewhere that their only choice on the menu wasn't mushroom risotto.We weren't able to book on a Saturday night so showed up at about 21:30 as suggested on their website, waited with a drink for about 10 minutes and were seated.The menu was immense and there was a very happy vibe in the venue. The staff aren't what I would call professional, but they are friendly and welcoming which is what you want in a venue like this. Food was lovely and the service speedy."
Twice in a week,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r345401949-Mildreds_Soho-London_England.html,"It is a really good place for vegan and vegeterian people. The dishes were tasty. The attention was good. For lunch, there's takeaway option.",Date of visit: February 2016,Twice in a week,"It is a really good place for vegan and vegeterian people. The dishes were tasty. The attention was good. For lunch, there's takeaway option."
Very Tasty,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r345313480-Mildreds_Soho-London_England.html,I had the dumplings to start and the dipping sauce was stunning. I also added the samosas which was a starter at the end of the meal. They were good too. The mango chutney was good. Not the most amazing I've experienced but better than...More,Date of visit: February 2016,Very Tasty,I had the dumplings to start and the dipping sauce was stunning. I also added the samosas which was a starter at the end of the meal. They were good too. The mango chutney was good. Not the most amazing I've experienced but better than most Indian restaurants standard supply. For main I had the Sri Lankan curry. This was tasty and very fragrant. I do find Sri Lankan curries to be like that compared to Indian curries. A bit like a stunning Thai to a not so impressive Chinese. The main meal portions are not huge though in my opinion. Well the curry wasn't. So value for money for that dish is questionable. I will be returning though as I've a menu to try out! Very popular thou. The queues are crazy and waiting times too if you choose a bad time to arrive!
Pleasant space and imaginative vegetarian menu,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r344993319-Mildreds_Soho-London_England.html,"Service started very well, beer and shared hummus and babaganoush (both best ever tasted) with hot puffy pitta bread, promptly served 3 minutes after seating, but then......we got forgotten, 40 minute wait for the mains, finally when it arrived we were told no charge for...More",Date of visit: February 2016,Pleasant space and imaginative vegetarian menu,"Service started very well, beer and shared hummus and babaganoush (both best ever tasted) with hot puffy pitta bread, promptly served 3 minutes after seating, but then......we got forgotten, 40 minute wait for the mains, finally when it arrived we were told no charge for the starter. I had delicious vegetarian sausages with mash and gravy, kale, true comfort food and would suit a meat-eater. Husband had the recommended stir fry, the flavours apparently became more interesting the further he dug into the bowl! Then just as we thought every thing was looking up, the apple crumble we ordered to share did not materialise. 20 minutes later, full of apologies and again no charge, we could finally finish our lunch. So 10 out of 10 for quality and flavour, ingredients etc., and even for putting things right, but service was definitely strangely lacking today, I get the feeling it was just our bad luck, and we are not put off returning"
,,,,,
Great Veggie Food,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r344746580-Mildreds_Soho-London_England.html,"You can't book a table at the restaurant but even on a busy night they tend to be able to sit people quickly. They say enjoy a drink at their bar while you wait and they're right you can, but normally it's to busy to...More",Date of visit: January 2016,Great Veggie Food,"You can't book a table at the restaurant but even on a busy night they tend to be able to sit people quickly. They say enjoy a drink at their bar while you wait and they're right you can, but normally it's to busy to feel that relaxed stood waiting for your table as you get pushed from place to place by the crowd pouring through the door. Now this in most places would be seen as a negative, but the reason it isn't here is because the food is definitely worth waiting for. I'm not a veggie although I rarely eat meat, but the food is fantastic. The staff are very friendly and the atmosphere is always buzzing. I would definitely recommend a visit even for non veggies out there. I've been a couple of times now and I'll definitely go again."
Veggie Haven!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r344630025-Mildreds_Soho-London_England.html,Absolutely scrumptious meal.  I had some version of a burger which was so good I keep thinking about it.  There are two burgers on the varied menu - mine was the one without tofu.  Service is quick and friendly.  You can't book but the queueing...More,Date of visit: January 2016,Veggie Haven!,Absolutely scrumptious meal. I had some version of a burger which was so good I keep thinking about it. There are two burgers on the varied menu - mine was the one without tofu. Service is quick and friendly. You can't book but the queueing system is so fair and quick it isn't a problem.
The best vegan and vegetarian restaurant we have ever experienced,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r344336192-Mildreds_Soho-London_England.html,"This was to be a special occasion dinner for us, i.e. celebrating our daughter's graduation. And the restaurant did not disappoint us. 

It is a lively and popular restaurant. We were there at 5pm. Even the actor Matthew Modine (who played the character Private Joker,...More",Date of visit: August 2015,The best vegan and vegetarian restaurant we have ever experienced,"This was to be a special occasion dinner for us, i.e. celebrating our daughter's graduation. And the restaurant did not disappoint us. It is a lively and popular restaurant. We were there at 5pm. Even the actor Matthew Modine (who played the character Private Joker, in the film Full Metal Jacket) was at the table next to us.All three courses were excellent and unique. They really tasted special.We cannot recommended this restaurant highly enough. It is brilliant!!"
One of my all time favourite restaurants,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r344264639-Mildreds_Soho-London_England.html,"The food is fantastic every time, the service is faultless, and the service is fast and friendly. I like that they bring a jug of water to the table without you having to ask. The atmosphere is cosy and warm. I've been here countless times...More",Date of visit: December 2015,One of my all time favourite restaurants,"The food is fantastic every time, the service is faultless, and the service is fast and friendly. I like that they bring a jug of water to the table without you having to ask. The atmosphere is cosy and warm. I've been here countless times and the Camden branch too. Good value for money."
Absolutely fantastic!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r344224465-Mildreds_Soho-London_England.html,I'm not a vegan or vegetarian but I don't mind veggie food. I was blown away at how fresh and tasty all of the food was. We shared avocado and chips whilst we waited for our mains of tofu burger and sweet potato curry. Everything...More,Date of visit: January 2016,Absolutely fantastic!,"I'm not a vegan or vegetarian but I don't mind veggie food. I was blown away at how fresh and tasty all of the food was. We shared avocado and chips whilst we waited for our mains of tofu burger and sweet potato curry. Everything was delicious. The service was excellent. We had such a great time. One slight quibble, it was really cold, which we mentioned but the waiter said he was hot so we didn't want to make him turn it down."
good and tasty,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r343938194-Mildreds_Soho-London_England.html,"This is a nice place to eat fresh juices, soups, halloumi and many other vegetarian sausages and burgers.",Date of visit: January 2016,good and tasty,"This is a nice place to eat fresh juices, soups, halloumi and many other vegetarian sausages and burgers."
Excellent hearty vegetarian food to tempt even the most staunch meat eater,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r343918937-Mildreds_Soho-London_England.html,"I visited Mildred's yesterday, for the second time, with some very dear friends, with fond memories of my first visit some 5 years before.  Located in Lexinton Street in Soho, you cannot book so expect a wait! It was a busy Saturday afternoon and we...More",Date of visit: January 2016,Excellent hearty vegetarian food to tempt even the most staunch meat eater,"I visited Mildred's yesterday, for the second time, with some very dear friends, with fond memories of my first visit some 5 years before. Located in Lexinton Street in Soho, you cannot book so expect a wait! It was a busy Saturday afternoon and we had a table upstairs which is accessed by a somewhat circuitous route. The place was thronging, testament to the great food - although at times it was so loud it was hard to hear our conversation. We had the Virgin mules - excellent with the tang of the fresh ginger; Shri-lankan sweet potato curry, black bean and tomato rice burrito and the tomato sausages - all ample portions and well cooked - the curry probably had the edge although the sausages were also superb. For desert STP, crumble and the coconut panna cotta- the latter being the star and the STP a little disappointing - too heavy and not piping hot. Rounded up with coffe and peppermint and camomile tea. Over all a great meal - not a place for a quiet or romantic meal but if it is hearty vegetarian fayre in a buzzing setting this is THE place to go."
Ok food and service,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r343623051-Mildreds_Soho-London_England.html,"Nice, kind of home made style food. Tasty enough but not enough for me to return for. My vegetarian friend liked the menu choices",>  >,Ok food and service,"Nice, kind of home made style food. Tasty enough but not enough for me to return for. My vegetarian friend liked the menu choices"
Great first time at Mildreds,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r343071218-Mildreds_Soho-London_England.html,"Two friends took me there last night for my birthday. We had a great time! We waited for a table while enjoying delicious rosemary cocktails. The burgers were delicious and enormous, (I had the smoked tofu, lentil, piquillo pepper in a focaccia bun with relish,...More",Date of visit: January 2016,Great first time at Mildreds,"Two friends took me there last night for my birthday. We had a great time! We waited for a table while enjoying delicious rosemary cocktails. The burgers were delicious and enormous, (I had the smoked tofu, lentil, piquillo pepper in a focaccia bun with relish, rocket, red onion and tomato, and basil mayo on the side) we shared lovely smashed avocado dip, and sweet potato chips. It's all perfectly made flavorful comfort food, with great attention to detail. We also had the coconut panna cotta which was to die for, as well as chocolate truffles and espresso martinis. We really enjoyed everything we had, portions are generous, prices are very reasonable, the service was lovely, and the space is very nice. I will certainly go back!"
Damn that was good !,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r342536438-Mildreds_Soho-London_England.html,"Boy wonder said, I've found a great place for you and Sammy to visit in London town on Saturday so, off we go, 300 miles up country from Cornwall (to see a show and meet boy 1 who found Mildred's) Wowza we had a great...More",>  >,Damn that was good !,"Boy wonder said, I've found a great place for you and Sammy to visit in London town on Saturday so, off we go, 300 miles up country from Cornwall (to see a show and meet boy 1 who found Mildred's) Wowza we had a great meal. Even Mrs Janner (a meat eating lovely lady) said it was bleddy ansome. We got there at 17:00 and by luck had no wait and were shown to the last available table upstairs. We spent the next 90 mins chillaxing with superb food before the show. Staff were great, bill was well cheap (cheaper than our Sunday trip to Bella Italia) and highly recommended. When we came downstairs the ground floor was heaving and there was a queue outside. I can see why."
,,,,,
food is still grate... but what has happened to the service?,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r342337775-Mildreds_Soho-London_England.html,"Mildred's has been a date night favourite for me and my Boyfriend since we got together, and having raved about it to my parents we decided to take bring them to our favourite haunt as a present. The good news is the food is still...More",Date of visit: January 2016,food is still grate... but what has happened to the service?,"Mildred's has been a date night favourite for me and my Boyfriend since we got together, and having raved about it to my parents we decided to take bring them to our favourite haunt as a present. The good news is the food is still ace! The bad news is last night the staff were not so ace. First; after being told the table would be an hour and half wait (fine) they gave our table away after an hour ( we were waiting outside as it was to crowded in the bar). When we did sit down they didn't give us the specials menu. They took ages to take our order, every thing was PLONKED on to the table with no care or attention, my meal came about 10 mins after every one else's. Then the waitress at the end accused us of under paying the bill...when we had not. We spent a fair amount on dinner last night including two bottles of higher priced wine, and enjoyed every drop and bite, but the service was a real let down, especially as usually the staff are so nice! I really hope this was a one off, and hope to see the staff smiling again on out next visit. Hint ;)"
Hardcore carnivore convinced,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r342059868-Mildreds_Soho-London_England.html,"I love meat, no question about it. But at this restaurant from the moment you walk in, the smells that hit you are so overwhelmingly great you just can't wait to get stuck in. I didn't miss meat on the menu, going for halloumi to...More",Date of visit: January 2016,Hardcore carnivore convinced,"I love meat, no question about it. But at this restaurant from the moment you walk in, the smells that hit you are so overwhelmingly great you just can't wait to get stuck in. I didn't miss meat on the menu, going for halloumi to start and risotto cake for main. It all came really quickly, and the staff were so attentive. The portions were a generous size, and so much of the menu tempted me, deciding what to order was a tough decision to make. This was my first experience of a purely veggie restaurant, and I think it's an amazing way to introduce people who are die hard meat fans. The food was well presented, smelt delicious, tasted divine and left me stuffed. One thing I would say you can't book, and we arrived at 530 on a Friday, by the time we left at 630 you couldn't move there were that many people and wait time was over an hour, but it's really worth it. I can't wait to go back."
Great restaurant,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r341849911-Mildreds_Soho-London_England.html,"We had to wait a relatively short time for a table since they don't take bookings, and reading other reviews it seems we were lucky, although there were so many other people waiting in a tiny area it was uncomfortable. We had a table in...More",Date of visit: January 2016,Great restaurant,"We had to wait a relatively short time for a table since they don't take bookings, and reading other reviews it seems we were lucky, although there were so many other people waiting in a tiny area it was uncomfortable. We had a table in one of the upstairs rooms, which I was thankful for as the noise in the main downstairs restaurant would have been too much for me. The food and the service was excellent and I would come again as long as I could sit upstairs."
Great 40th birthday celebration,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r341844218-Mildreds_Soho-London_England.html,We hired Mildreds private dining room for my 40th birthday celebration. The food was fabulous and they managed a group of 12 very well. My husband had ordered me a brownie cake which had been specially made up. It was delicious with loads of left...More,Date of visit: November 2015,Great 40th birthday celebration,We hired Mildreds private dining room for my 40th birthday celebration. The food was fabulous and they managed a group of 12 very well. My husband had ordered me a brownie cake which had been specially made up. It was delicious with loads of left overs to distribute to the group. Great value for money too.
Great experience!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r341582060-Mildreds_Soho-London_England.html,Glad we checked Mildred's out! It was packed and had to wait an hour! Food was great! Recommend it to meat eaters and veggies alike! My wife and I had a great experience!,Date of visit: January 2016,Great experience!,Glad we checked Mildred's out! It was packed and had to wait an hour! Food was great! Recommend it to meat eaters and veggies alike! My wife and I had a great experience!
A great institution; but too long to wait,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r341528052-Mildreds_Soho-London_England.html,"We love Mildreds; we really do. But the waiting times for a table are getting ridiculous. We were told 45-60 minutes at 6.00pm this evening and gave up. The waiting area is a tiny entry lobby/bar area.

Until now I'd say Midred's is one of...More",Date of visit: January 2016,A great institution; but too long to wait,We love Mildreds; we really do. But the waiting times for a table are getting ridiculous. We were told 45-60 minutes at 6.00pm this evening and gave up. The waiting area is a tiny entry lobby/bar area.Until now I'd say Midred's is one of go-too places in central London. Good tasty comfort food. Great portions. Great prices.
Wonderful food,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r341527057-Mildreds_Soho-London_England.html,"Tried this place on a Thursday evening, but it was absolutely packed. Came back Friday for lunch, and I definitely understand why there were so many people the day before. Nice selection of dishes, and the food tasted really good. I ended up buying their...More",Date of visit: January 2016,Wonderful food,"Tried this place on a Thursday evening, but it was absolutely packed. Came back Friday for lunch, and I definitely understand why there were so many people the day before. Nice selection of dishes, and the food tasted really good. I ended up buying their cookbook, and I'm excited to try out some of their dishes for myself."
Nice selection,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r341197823-Mildreds_Soho-London_England.html,We were looking for a restaurant for a Vegan and 3 non vegans.  We were able to fing Mildreds and satisfy everyone. great food at a good price with excellent service.,>,Nice selection,We were looking for a restaurant for a Vegan and 3 non vegans. We were able to fing Mildreds and satisfy everyone. great food at a good price with excellent service.
"Nice food, poor service",https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r341115737-Mildreds_Soho-London_England.html,"After waiting 50 minutes for a table (having been told the wait time was 30-40 minutes) we were shown to our table right at the back of the restaurant.  The tables are all very close together, making it crowded and exceptionally noisy.

When we ordered...More",Date of visit: January 2016,"Nice food, poor service","After waiting 50 minutes for a table (having been told the wait time was 30-40 minutes) we were shown to our table right at the back of the restaurant. The tables are all very close together, making it crowded and exceptionally noisy.When we ordered our food we asked for everything to come together as I was having a large plate and my friend was having a couple of smaller ones. Despite this the food was brought out at different times, meaning my friend had to wait and eat slowly whilst I sat waiting for mine, which arrived about 20 minutes later.We also shared some veggie gyoza, which were brought out tepid and when we pointed this out to our waitress she turned her nose up and pointed out that they get cold quickly. As we were leaving we were given a terrible look from a waitress cleaning the table next to us, for no apparent reason, which made us feel extremely uncomfortable.Overall the food was nice, but not worth queueing for such a long time, especially in light of the rude service we received."
Very tasty vegan /vegetarian restaurant,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r341050294-Mildreds_Soho-London_England.html,Some friends and l went there for dinner on a Saturday night. Tasty food and a varied menu. The cocktails are well worth a try.,Date of visit: January 2016,Very tasty vegan /vegetarian restaurant,Some friends and l went there for dinner on a Saturday night. Tasty food and a varied menu. The cocktails are well worth a try.
,,,,,
Delicious vegetarian food,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r340376674-Mildreds_Soho-London_England.html,"Had lunch in Mildred's Soho as part of a day long anniversary celebration in January 2016. The food was amazing. Interesting, tasty and reasonable priced. I had the fried halloumi cheese with spinach and tomatoes to start which was service in a delicious, slightly Asian...More",Date of visit: January 2016,Delicious vegetarian food,"Had lunch in Mildred's Soho as part of a day long anniversary celebration in January 2016. The food was amazing. Interesting, tasty and reasonable priced. I had the fried halloumi cheese with spinach and tomatoes to start which was service in a delicious, slightly Asian dressing. My partner had the giant tofu with blue cheese dip. For mains my partner really enjoyed the portobello mushroom pie with some of the best chips we have tasted for a long time. I had the burrito with guacamole, salad and sour cream which was as delicious as my starter. Light, tasty but filling. The service was friendly and efficient and if you fancy a treat have a Rosemary margarita cocktail. More of a cross between a martini and a margarita but delicious none the less. You cannot book a table at Mildred's in Soho and it was busy. We were early and so did not have to wait for a table but if you do have to,it will be worth it."
Fabulous veggie experience,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r339812607-Mildreds_Soho-London_England.html,"Great food choices, great service, can get noisy and a little tight but with food that great it's hardly a dent in the experience. I have been here quite a few times and sometimes on my own for a coffee and cake - just lovely.",Date of visit: January 2016,Fabulous veggie experience,"Great food choices, great service, can get noisy and a little tight but with food that great it's hardly a dent in the experience. I have been here quite a few times and sometimes on my own for a coffee and cake - just lovely."
2nd visit in 2 months,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r339721369-Mildreds_Soho-London_England.html,"came here just before Xmas and the food was quite nice so decided to bring my veggie friend to experience it.

the beetroot burger was dry and way over seasoned to the point that it was inedible. my friend's salad was fairly boring and made...More",Date of visit: January 2016,2nd visit in 2 months,"came here just before Xmas and the food was quite nice so decided to bring my veggie friend to experience it.the beetroot burger was dry and way over seasoned to the point that it was inedible. my friend's salad was fairly boring and made me really question why people come here especially given the 1 hour wait on average. that evening I had dreadful stomach pains and have a strong suspicion it is related to the meal. I like to think I have been extremely unlucky and this isn't what most people experience. The staff aren't the most welcoming, often looking fed up and rushed of their feet - I did not have the confidence to complain."
Excellent vegetarian,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r339570295-Mildreds_Soho-London_England.html,One of the best vegetarian restaurants in London -- but they really need to expand their venue in Soho since there is always a queue.,Date of visit: December 2015,Excellent vegetarian,One of the best vegetarian restaurants in London -- but they really need to expand their venue in Soho since there is always a queue.
Great lunch stop,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r339123375-Mildreds_Soho-London_England.html,"Very good range of vege and vegan lunch type food, lots of salads, 'tapas' and main course options plus soft, alcoholic and hot drinks and some tasty desserts. I got a seat at midday without a booking on a Monday and the place was very...More",>,Great lunch stop,"Very good range of vege and vegan lunch type food, lots of salads, 'tapas' and main course options plus soft, alcoholic and hot drinks and some tasty desserts. I got a seat at midday without a booking on a Monday and the place was very busy. Friendly efficient service and reasonable prices for London. Would definitely come back."
A Must Stop for London Vegetarian Cuisine!!!!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r338501540-Mildreds_Soho-London_England.html,Living in London for over 17 years I loved a visit to Mildred's whenever I could get there.  It is indeed a busy place but that is because it is popular so if you want a quiet dining experience.. hit them up at off peak...More,>  >  >,A Must Stop for London Vegetarian Cuisine!!!!,"Living in London for over 17 years I loved a visit to Mildred's whenever I could get there. It is indeed a busy place but that is because it is popular so if you want a quiet dining experience.. hit them up at off peak times. Arrive after 2pm and before 5pm!!! I particularly love their veggie burgers and anything with beet or sweet potato is a winner for me. I also love their curry ... it is without a doubt, fresh ingredients made with a lot of love in their kitchens. I live in the USA now but just recently back I had to stop and truly enjoyed an evening of great food, friendship and cocktails so Thank you so much Mildred's for all that you do!!!!"
Wow!,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r338401056-Mildreds_Soho-London_England.html,What an amazing vegan restaurant! Great atmosphere while waiting for a table with wonderful cocktails! Service was wonderful and I appreciate restaurants that supply an endless amount of water with their meals. I had a burger and fries with a basil Mayo which was incredible....More,>  >,Wow!,What an amazing vegan restaurant! Great atmosphere while waiting for a table with wonderful cocktails! Service was wonderful and I appreciate restaurants that supply an endless amount of water with their meals. I had a burger and fries with a basil Mayo which was incredible. I've never tasted a vegan mayonnaise so creamy. The burger was nice however I thought it was going to be served with vegan cheese in but I didn't miss it much. My partner had a mushroom and ale pie which was beautiful also served with chips. The food was extremely good value however the cocktails did increase the total value of our meal. Overall I would return and would recommend to anyone vegan or not to visit if in London!
Very busy restaurant - now I know why....,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r338156543-Mildreds_Soho-London_England.html,"Great, fresh food and very friendly service. It's a relatively small restaurant, but they turn over customers relatively quickly, so hang in there if you're asked to wait. While waiting, you can order cocktails, fresh juices, coffees and teas at the bar. 
The grilled haloumi...More",Date of visit: January 2016,Very busy restaurant - now I know why....,"Great, fresh food and very friendly service. It's a relatively small restaurant, but they turn over customers relatively quickly, so hang in there if you're asked to wait. While waiting, you can order cocktails, fresh juices, coffees and teas at the bar. The grilled haloumi was tasty, as was the chargrilled broccolini and cauliflower. If you've had ""meat overload"" (which, frankly, happens after Xmas etc), try this little gem near Regent Street/Piccadilly Circus."
Good food but long wait and poor service,https://www.tripadvisor.com/ShowUserReviews-g186338-d720047-r338003891-Mildreds_Soho-London_England.html,"I would love to give this place a better rating as our meals were very nice and those at other tables looked good too. It was also very reasonably priced. However, we had a long wait and the service from the maître d' and waitresses...More",Date of visit: January 2016,Good food but long wait and poor service,"I would love to give this place a better rating as our meals were very nice and those at other tables looked good too. It was also very reasonably priced. However, we had a long wait and the service from the maître d' and waitresses also wasn't good at all. We were told we would be waiting less than half an hour for a table for 4 but ended up waiting an hour. The maître d' was very evasive and even condescending at times. Drinks arrived after meals which was also strange. This is a busy place with a cool vibe, but I won't hurry back unfortunately. Disappointing as I'd heard good things."
