Title,Title_link,partial_entry,rev_wrap,Headline,Field1
What a find!!!,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r506883495-Tibits-London_England.html,"It's tough to eat out as a vegan sometimes but London always has options. 
Tibits was new to me but I loved the idea of the buffet concept catering to both vegetarian and vegan customers. 
The options are really well laid out and presented. Tonnes...More",Date of visit: July 2017,What a find!!!,It's tough to eat out as a vegan sometimes but London always has options. Tibits was new to me but I loved the idea of the buffet concept catering to both vegetarian and vegan customers. The options are really well laid out and presented. Tonnes of choices and the restaurant itself is really well decorated. I had a really nice mix of options and I'm already planning to return tomorrow for lunch! Hopefully we'll see one in Newcastle soon too! Try it; you will love it.
Fab vegetarian restaurant!,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r506474763-Tibits-London_England.html,"I really enjoyed my meal at Tibets - great venue, friendly staff and delicious food! There is a broad range of tasty food available - you are spoilt for choice. I will definitely be going back again and would recommend it to anyone - veggie...More",>,Fab vegetarian restaurant!,"I really enjoyed my meal at Tibets - great venue, friendly staff and delicious food! There is a broad range of tasty food available - you are spoilt for choice. I will definitely be going back again and would recommend it to anyone - veggie or non-veggie!"
Excellent vegan restaurant,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r505954572-Tibits-London_England.html,"Had lunch with colleague, was very well surprised by the quality and taste of the food. A buffet service with very good variety, gluten free bread, every single item was delicious, creative taste...a most go! I read some previous comments saying too expensive...lol, I paid...More",Date of visit: July 2017,Excellent vegan restaurant,"Had lunch with colleague, was very well surprised by the quality and taste of the food. A buffet service with very good variety, gluten free bread, every single item was delicious, creative taste...a most go! I read some previous comments saying too expensive...lol, I paid 38 pounds for mine and my colleague (I invited her) plus two ginger lemonades (is that expensive ????) I find it very good price for the quality of the food and in central London. My new gem in London...loved loved loved"
What a pleasant surprise!,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r505744375-Tibits-London_England.html,"We were in London for the day and found this vegetarian/vegan restaurant near Piccadilly Circus.  Very easy to navigate the variety of food choices.  A little expensive if you want to try ""everything"".  The self-serve concept was a twist.  Very friendly staff.

We sat outdoors...More",Date of visit: August 2016,What a pleasant surprise!,"We were in London for the day and found this vegetarian/vegan restaurant near Piccadilly Circus. Very easy to navigate the variety of food choices. A little expensive if you want to try ""everything"". The self-serve concept was a twist. Very friendly staff.We sat outdoors and enjoyed our meal. With room for dessert we went back inside to pick out more items.I would eat here again."
good veggie restaurant,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r504715757-Tibits-London_England.html,"very busy but we had space downstairs for a group
decent range of veggie food
fill the plate and then get it weighed
drinks are extra
good value but not cheap",Date of visit: July 2017,good veggie restaurant,very busy but we had space downstairs for a groupdecent range of veggie foodfill the plate and then get it weigheddrinks are extragood value but not cheap
Great range of dishes - bit on the pricey side though!,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r504552880-Tibits-London_England.html,"I like the concept - choose your own dishes then pay by weight, however considering there is so much choice it's hard not to load up your plate.. and then of course when it comes to pay it's much more than you would have hoped!...More",Date of visit: July 2017,Great range of dishes - bit on the pricey side though!,"I like the concept - choose your own dishes then pay by weight, however considering there is so much choice it's hard not to load up your plate.. and then of course when it comes to pay it's much more than you would have hoped! I do understand self-restraint can be exercised, but with so many options you want to try a bit of everything!"
,,,,,
A vegetarian gem in central London,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r503644974-Tibits-London_England.html,"Cannot believe I've visited London so many times, and never discovered all the eating places in Heddon Street, just off Regent Street.  Tibits is a vegetarian offering almost at the end of the street.  Small number of tables and chairs outside, but very pleasant inside,...More",Date of visit: July 2017,A vegetarian gem in central London,"Cannot believe I've visited London so many times, and never discovered all the eating places in Heddon Street, just off Regent Street. Tibits is a vegetarian offering almost at the end of the street. Small number of tables and chairs outside, but very pleasant inside, with large overspill area downstairs. Very different experience with pay-by-weight. Slightly messy system having to take plated food up to the bar to be weighed - resulting in drinks only people having to wait longer, and for the foodies - hot food going cold! (A minor niggle!)"
Nice change of pace,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r503581655-Tibits-London_England.html,Had a quick lunch here and found it tasty and healthy.  Such a nice spot off the main road.  This place is very quiet and yet one block from the main shopping street.  Would come back.,Date of visit: July 2017,Nice change of pace,Had a quick lunch here and found it tasty and healthy. Such a nice spot off the main road. This place is very quiet and yet one block from the main shopping street. Would come back.
"Friendly, delicious and perfectly placed!",https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r503155142-Tibits-London_England.html,"Even though it is just off Regent street, the place is quiet and doesn't seem to hold the constant buzz of the city centre. Delicious buffet with colourful food - all vegetarian and vegan, some experimental and some more traditional! Prices (food is weighed) are...More",Date of visit: July 2017,"Friendly, delicious and perfectly placed!","Even though it is just off Regent street, the place is quiet and doesn't seem to hold the constant buzz of the city centre. Delicious buffet with colourful food - all vegetarian and vegan, some experimental and some more traditional! Prices (food is weighed) are reasonable and the desserts are amazing. Friendly, helpful staff and a lovely environment - would definitely recommend for as little or as much as you wish to eat."
So Delicious. Every single time!,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r503081896-Tibits-London_England.html,Can't get enough of this place. A vegetarian buffet restaurant in Central London. fantastic healthy delicious solution for lunch in busy London. it's my default option. Also enough options for Vegan. Absolutely everything there is delicious. Don't be afraid to try. The juices are also...More,Date of visit: July 2017,So Delicious. Every single time!,"Can't get enough of this place. A vegetarian buffet restaurant in Central London. fantastic healthy delicious solution for lunch in busy London. it's my default option. Also enough options for Vegan. Absolutely everything there is delicious. Don't be afraid to try. The juices are also very tasty, and the place is nice and pleasant. would be great if they go completely Vegan :)"
Vegetarian self-service,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r502544279-Tibits-London_England.html,"Self-service restaurants are very rare in the UK (if you exclude the fast food places). They are more common in continental Europe, and I think this is where Tibits comes from. And not only is it self-service, but it's vegetarian too. So it's a whole...More,Dear Gavin,

Thank you for your review. tibits is originally from Switzerland. It's a buffet style restaurant, we change our menu daily and by the season. You can choose from a selection of 40+ dishes including salads, hot dishes, snacks and desserts. 
We put a...More",Date of visit: July 2017,Vegetarian self-service,"Self-service restaurants are very rare in the UK (if you exclude the fast food places). They are more common in continental Europe, and I think this is where Tibits comes from. And not only is it self-service, but it's vegetarian too. So it's a whole new concept for London, and I think it works by and large.It's certainly a very nice space in a good location - in the Heddon Street courtyard just off Regent Street, and it has lots of outside seating space which is a welcome addition in London.Customers help themselves from an extensive buffet of (mostly) cold food with a few hot dishes. I would have liked a bit more labelling of ingredients to help me to choose dairy-free options, and certainly more hot dishes would have been welcomed. But to be fair it was a hot summer day, so maybe the restaurant does more hot food when the weather is colder.Having made their choices, customers then have to go up to the counter to have their food weighed, and also order drinks there and pay. So, it's totally self-service. I'm not sure whether some British people will find that a bit odd - it's too much like a motorway service station and the horrors therein. A bit more service might be needed - and making sure customers are not eating from the buffet, which we saw happen.The place was clean as were the toilets. Staff are pleasant, although one waitress that we asked for drinks looked rather alarmed and explained we needed to go to the tills to order.Prices are reasonable for central London."
Interesting concept but disappointing food,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r501709148-Tibits-London_England.html,"A vegan buffet style restaurant where you pay based on the weight of your plate.
An average variety of dishes, few and disappointing desserts with a bill averaging 25£ per person.
We had to clear our table ourselves between the main dish and desserts as...More,Dear,

We are sorry you did not enjoy your time with us. We sell our food by weight at £2.50/100 gr for lunch and £2.80 /100 gr for dinner. 
If you are not used to buffet style restaurant, (we know how tempting it could be...More",Date of visit: July 2017,Interesting concept but disappointing food,"A vegan buffet style restaurant where you pay based on the weight of your plate.An average variety of dishes, few and disappointing desserts with a bill averaging 25£ per person.We had to clear our table ourselves between the main dish and desserts as no one attended the basement room.Not worth the money even if it sounds cheap by London standards."
"Really nice place, tucked away off Oxford Street.",https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r500862926-Tibits-London_England.html,"First time visiting Tibits.  
Managed to get a table which is always a good start but the place was quite busy.
I'm definitely a lover of meat but was visiting with a vegetarian. 
The food was excellent.  Tasty and very nice indeed.
Once I got...More,Dear Col, 
We are glad you liked your first experience in tibits. We look forward to seeing you again soon. Try our new place in Bankside also, a brand new restaurant, just minutes from Southwark station.",Date of visit: July 2017,"Really nice place, tucked away off Oxford Street.","First time visiting Tibits. Managed to get a table which is always a good start but the place was quite busy.I'm definitely a lover of meat but was visiting with a vegetarian. The food was excellent. Tasty and very nice indeed.Once I got my head around the weight of my plate determining the price, it was a very nice experience.Would definitely visit again."
HEAVEN FOR VEGANS AND GLUTEN FREE!,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r500832501-Tibits-London_England.html,"This place is amazing. Classy yet with a relaxed vibe, you can eat to your heart's content! Grab a plate and peruse the buffet for your favourite foods. All clearly marked for allergies and ingredients, this is heavenly for veggies, vegans and Coeliacs. You can...More",Date of visit: June 2017,HEAVEN FOR VEGANS AND GLUTEN FREE!,"This place is amazing. Classy yet with a relaxed vibe, you can eat to your heart's content! Grab a plate and peruse the buffet for your favourite foods. All clearly marked for allergies and ingredients, this is heavenly for veggies, vegans and Coeliacs. You can help your self to whatever you wish and you are charged by the weight of the food (not including the plate!). wine is very well priced and available by bottle or glass.There are also desserts for all! I had a big plate of food which came to £10. Can't go wrong here. Every Tuesday is vegan food only! Fantastic."
Tempting buffet,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r499880106-Tibits-London_England.html,"In a nice surprising location, quiet and laid back side street of busy Regent street. The buffet is beautifully expanded, healthy, tempting and inviting. Guacamole in particular was delicious!,Dear LucenElles,

Thank you for your review. We are glad you liked it. We hope to see you soon. 
Morgane",Date of visit: June 2017,Tempting buffet,"In a nice surprising location, quiet and laid back side street of busy Regent street. The buffet is beautifully expanded, healthy, tempting and inviting. Guacamole in particular was delicious!"
Fresh food,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r499872920-Tibits-London_England.html,"Slightly pricey, but well worth it. The food is fresh and very tasty, the staff is service-minded and the restaurant itself looks good. Everything is clearly marked, making it easy for vegans and people with allergies to know what they can eat. We will absolutely...More,Dear Jonna,

Thank you for your great review. We like when our guests appreciate the love we put on our boat every day.",Date of visit: July 2017,Fresh food,"Slightly pricey, but well worth it. The food is fresh and very tasty, the staff is service-minded and the restaurant itself looks good. Everything is clearly marked, making it easy for vegans and people with allergies to know what they can eat. We will absolutely come back."
,,,,,
So pleased we found this restaurant,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r496321477-Tibits-London_England.html,"On our visit to London we deliberately sort out this vegetarian restaurant and weren't disappointed. .The choice of hot and cold main courses were excellent and were constantly replenished..The staff were so helpful. Though the main courses were so tasty the stars of the evening...More,Happy you liked it. Spread the word and come visit us again.",Date of visit: June 2017,So pleased we found this restaurant,On our visit to London we deliberately sort out this vegetarian restaurant and weren't disappointed. .The choice of hot and cold main courses were excellent and were constantly replenished..The staff were so helpful. Though the main courses were so tasty the stars of the evening were the puddings...Passion fruit cheesecake and Sticky toffee pudding were out of this world...Can't wait to visit London again so we can eat at Tibits.
"Lovely, bright & airy restaurant with great food!",https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r495851358-Tibits-London_England.html,"A friend and I ate here on Saturday before going to the Theatre. The restaurant is situated in a lovely little courtyard with plenty of outside tables surrounded by nice plants. We chose to sit inside by the big open windows, which was perfect as...More,Hello Tracey, 

Thank you for visiting tibits. We are very glad you had a lovely time with us. 
Have you tried our new Bankside location yet? I would definitely recommend a visit. I'm sure you will love it too.",Date of visit: June 2017,"Lovely, bright & airy restaurant with great food!","A friend and I ate here on Saturday before going to the Theatre. The restaurant is situated in a lovely little courtyard with plenty of outside tables surrounded by nice plants. We chose to sit inside by the big open windows, which was perfect as you felt like you were outside. As a vegan there was was plenty of choice and the food was delicious. I was sceptical about having your food weighed and paying per 100g, but in fact this stopped me over filling my plate which left me room for some tasty chocolate & pear cake too! My food cost £12 which I thought was very good value. I will definitely be going back."
Great food and a great idea,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r495812276-Tibits-London_England.html,Even though we visited for lunch on a Saturday we were seated straight away. The concept of choosing your food from the buffet and then weighing it to pay is a great idea. The variety of food was very good and fresh.,Date of visit: May 2017,Great food and a great idea,Even though we visited for lunch on a Saturday we were seated straight away. The concept of choosing your food from the buffet and then weighing it to pay is a great idea. The variety of food was very good and fresh.
The Something For Everyone Veggie London Hub,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r495348598-Tibits-London_England.html,"You can almost always be certain that it will be busy and buzzy at this ultimate Veggie eating hub. It's self serve, which is always nice every now and again, and even if you're not veggie or vegan or uber healthy you can definitely find...More,Hello Emily, 
Thank you so much for your review. We are always happy when our guests had a great time. Try our new restaurant in Bankside. It's a fabulous venue, just minutes away from Southwark Station.",Date of visit: June 2017,The Something For Everyone Veggie London Hub,"You can almost always be certain that it will be busy and buzzy at this ultimate Veggie eating hub. It's self serve, which is always nice every now and again, and even if you're not veggie or vegan or uber healthy you can definitely find something that you will be happy with, with big chunky fries and options for the person less inclined to go for a kale salad, for say. Its pay by weight and you can fill your plate or take away box up well, with some fab desert options too! The restaurant is cosy and somewhere that you could definitely go for a dinner party or enjoy a glass of wine with a friend or date. If you find yourself around Regent's Street or the West End in London I would definitely recommend a visit!"
Lovely place,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r494027387-Tibits-London_England.html,"I have been to this place twice and it is really good. the restaurant is cosey (you don't really need to book as I have managed to get tables without booking) and there is such a great variety of food. I was initially put off...More,Dear Medhas,

Thank you for your review. We love it when our guests enjoy their time at tibits. We hope to see you very soon.
Morgane",Date of visit: May 2017,Lovely place,"I have been to this place twice and it is really good. the restaurant is cosey (you don't really need to book as I have managed to get tables without booking) and there is such a great variety of food. I was initially put off by the fact that the price of your food is dependent on how much it weights but the price isn't too bad- not the cheapest but I expected it to be far more expensive! Overall, really good place even for non vegans!"
Lovely veggie canteen in heart of London,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r493888415-Tibits-London_England.html,"I really enjoyed stopping here on our way across town to a concert last night. The dishes all looked really appetising and the drinks were lovely. The only slight disappointment was a dry chocolate cake, but other than that the food was excellent. Will definitely...More,We hope to see you back soon. Have you tried tibits Bankside yet? We just opened and it's beautiful. Have a look and let us know.",Date of visit: June 2017,Lovely veggie canteen in heart of London,"I really enjoyed stopping here on our way across town to a concert last night. The dishes all looked really appetising and the drinks were lovely. The only slight disappointment was a dry chocolate cake, but other than that the food was excellent. Will definitely visit again."
Good food good drinks,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r492775106-Tibits-London_England.html,"I have been there a couple of times. Food is always really good and the environment as well. Maybe sometimes you get lost if you do not know how it works but everything else is fine,Happy to read reviews from our dearest tibits fan! Thank you for being a loyal guest.",Date of visit: June 2017,Good food good drinks,I have been there a couple of times. Food is always really good and the environment as well. Maybe sometimes you get lost if you do not know how it works but everything else is fine
Excellent Choice for Vegans,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r492148653-Tibits-London_England.html,"We met family members, who live in London, there for dinner. Good food for all, vegan or vegetarian. Great outdoor seating on a pedestrians-only street.,Thank you for your review. Try to come on Tuesday it's all Vegan from 11:30am.",Date of visit: May 2017,Excellent Choice for Vegans,"We met family members, who live in London, there for dinner. Good food for all, vegan or vegetarian. Great outdoor seating on a pedestrians-only street."
"Good, But Not As Great As Its Competition",https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r491468166-Tibits-London_England.html,"I've been to several vegetarian restaurants in London, which were all excellent and unique in their own way (see my other reviews), so my expectations were quite high for this last one. 
It's a pay-by-weight buffet restaurant. Most of the dishes were very good and...More,Dear Selen,

Thank you for your review. We are sorry you didn't like your glass of Chardonnay. Next time just tell the restaurant manager and he will change it for you. We have a brand new selection of unique homemade cocktails to choose from. We...More",Date of visit: June 2017,"Good, But Not As Great As Its Competition","I've been to several vegetarian restaurants in London, which were all excellent and unique in their own way (see my other reviews), so my expectations were quite high for this last one. It's a pay-by-weight buffet restaurant. Most of the dishes were very good and there were many to choose from. However, the chardonnay was not very good and so was the service. The people working there seemed rushed and not really in a great mood, but not that it was that annoying to me. The interior is interesting but the lamps seem to be hard to keep clean. In general, it is a fine restaurant for lunch when shopping on Regent Street. Just don't order the chardonnay."
Lovely friendly staff,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r490940846-Tibits-London_England.html,"Greeted by lovely friendly staff member who was happy for me to wait for my friend at a table. Very cosy atmosphere. 
Average price for a small plate of food.See attached image for my £8.50 plate. The tofu-au-vin was delicious.
A small bread roll is...More,Hello E_travels15,

Thank you for your review. Glad you had a lovely time with us and our staff made you feel cosy. We hope to see you soon to try more delicious tibits dishes.",>,Lovely friendly staff,Greeted by lovely friendly staff member who was happy for me to wait for my friend at a table. Very cosy atmosphere. Average price for a small plate of food.See attached image for my £8.50 plate. The tofu-au-vin was delicious.A small bread roll is included in the price of a plate.We got the signature sticky toffee pudding and crumble with strawberry cream to take away.Also got a free packet of radish seeds to plant.
,,,,,
Quite nice and querky,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r490888617-Tibits-London_England.html,"We were there only for a coffee however I did like the idea of choosing your food and paying by the weight. Also the drink selection was amazing (specifically the non alcoholic drinks). The staff are very nice and helpful and very friendly. They have...More,Dear Fluig,

We are happy you liked your time at tibits. Please come back and try our delicious homemade food.",Date of visit: June 2017,Quite nice and querky,"We were there only for a coffee however I did like the idea of choosing your food and paying by the weight. Also the drink selection was amazing (specifically the non alcoholic drinks). The staff are very nice and helpful and very friendly. They have some outside seating, which was lovely on a beautiful day. As it is in a side street it is a lovely quiet place away from the huzzle and buzzle of Regent Street. I do recommend it!"
Amazing restaurant,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r489550943-Tibits-London_England.html,"Tibits is definitely one of the most nicest restaurants I've ever been to.
The food is amazing, the staff is friendly and the space is always super clean.",Date of visit: April 2017,Amazing restaurant,"Tibits is definitely one of the most nicest restaurants I've ever been to.The food is amazing, the staff is friendly and the space is always super clean."
Special,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r489417688-Tibits-London_England.html,Very special pace. Nice food. Lots of vegan choices. A bit expensive but you can handle it. They are a bit lacking of vegan deserts...,Date of visit: May 2017,Special,Very special pace. Nice food. Lots of vegan choices. A bit expensive but you can handle it. They are a bit lacking of vegan deserts...
great vegetarian & vegan food,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r489019541-Tibits-London_England.html,the food is really tasty but I'm not a fan of pricing food by weight. you want to try all the things but can't because you're worried it's going to cost a buttload. but what I tasted was delicious and the chai latte was great...More,>  >,great vegetarian & vegan food,the food is really tasty but I'm not a fan of pricing food by weight. you want to try all the things but can't because you're worried it's going to cost a buttload. but what I tasted was delicious and the chai latte was great too. the restaurant decor is nice and I loved the wallpaper. if you're a vegetarian or vegan in london you should give this place a go.
What a wonderful surprise I discovered,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r488636071-Tibits-London_England.html,"Unexpectedly I bumped into this place as I was looking for a place for lunch.
What a wonderful concept of fantastic vegan and vegetarian food - loved every bite of everything I had from the foodboat.  Very friendly staff, and since the weather was gorgeous,...More",Date of visit: May 2017,What a wonderful surprise I discovered,"Unexpectedly I bumped into this place as I was looking for a place for lunch.What a wonderful concept of fantastic vegan and vegetarian food - loved every bite of everything I had from the foodboat. Very friendly staff, and since the weather was gorgeous, it was possible to eat outside in the shade. Ample choice of very tasy food, I would absolutely return here if I visit Londen again !"
Great Lemon cake,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r488461783-Tibits-London_England.html,"A place that gave us a dry, cozy and warm hug from a rainy way and loud places next door!

I like it and it's personal!,Dear Mohamed,
We are happy you likes it. Try us on a sunny day it's even better! 
See you very soon.",Date of visit: May 2017,Great Lemon cake,"A place that gave us a dry, cozy and warm hug from a rainy way and loud places next door!I like it and it's personal!"
Amazing selection and very tasty.,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r488440636-Tibits-London_England.html,"First time I went there I was absolutely blown away by the selection and how good the food was. My immediate reaction was to tell my brother, who's a vegan, that I was definitely going to take him there. And second time around I wasn't...More",Date of visit: April 2017,Amazing selection and very tasty.,"First time I went there I was absolutely blown away by the selection and how good the food was. My immediate reaction was to tell my brother, who's a vegan, that I was definitely going to take him there. And second time around I wasn't disappointed. I just love the food there. Personally for me, the 'paying by weight' is a bit uncomfortable, just because some spoonfuls are heavier than others, so you never know what kind of price you'll end up with. But otherwise, absolutely brilliant. My oatmilk mocha with homemade brownie made my week for sure."
"Always a great, fresh meal.",https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r488400672-Tibits-London_England.html,"One of my favourite spots to eat in London, the restaurant is vegetarian with loads of marked vegan options (and every Tuesday is fully vegan!) I love that you pay per weight because you can choose exactly what you like from the selection of tasty...More",>,"Always a great, fresh meal.","One of my favourite spots to eat in London, the restaurant is vegetarian with loads of marked vegan options (and every Tuesday is fully vegan!) I love that you pay per weight because you can choose exactly what you like from the selection of tasty fresh dishes. I recently ate a vegan sorrel white wine risotto that I still dream about! The atmosphere is always great too."
Lots of options,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r487781083-Tibits-London_England.html,Nice place around the corner off the main street. There were a lot of options to choose from. As others have noted the food isn't hot but that didn't bother me. It's pay by weight so you can get as much or as little as...More,>  >,Lots of options,"Nice place around the corner off the main street. There were a lot of options to choose from. As others have noted the food isn't hot but that didn't bother me. It's pay by weight so you can get as much or as little as you want although as it was my first time, I had no idea how much I would end up paying. So it can be hard to work out the cost of your meal. My plate worked out to be just under £11 (excluding the drink). It was all really nice and pretty filling but if I was really hungry or had picked heavier items it could be a really expensive lunch."
"Wonderful selection of ""veggie"" food but hot dishes only lukewarm !",https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r486965716-Tibits-London_England.html,"My wife and I are great fans of Tibits and have eaten here several times in the past two years. Wonderful selection of ""veggie"" food, very tasty and beautifully presented.
In one respect however, the restaurant proves disappointing. The hot dishes are simply not hot...More",Date of visit: May 2017,"Wonderful selection of ""veggie"" food but hot dishes only lukewarm !","My wife and I are great fans of Tibits and have eaten here several times in the past two years. Wonderful selection of ""veggie"" food, very tasty and beautifully presented.In one respect however, the restaurant proves disappointing. The hot dishes are simply not hot ! On three recent visits, the hot main dishes proved to be lukewarm. I like my food hot but each time, when I get back to my table, the enjoyment is spoiled because the hot dishes are merely warm.This is my only complaint. I would have awarded a five star rating otherwise. I invite the restaurant manager to comment and will be interested in his remarks."
,,,,,
Vegetarian- Mixed,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r486488314-Tibits-London_England.html,"Good location in central London. Seating both inside and outside, in a courtyard away from the traffic. Food is a pan-European self-service buffet. This leads to a plate that's a weird mix of stuff. Of course, others may make more disciplined choices than I did....More",Date of visit: May 2017,Vegetarian- Mixed,"Good location in central London. Seating both inside and outside, in a courtyard away from the traffic. Food is a pan-European self-service buffet. This leads to a plate that's a weird mix of stuff. Of course, others may make more disciplined choices than I did. Hot food is rather tepid. Plates are costed by weight. A board outside says a typical plate costs just under a tenner. I took what I consider a moderate amount for a main meal and it came in at £15.00. So, nice location, certainly vegetarian, but food decidedly mixed in more ways than one."
Lets go Veggie,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r486457257-Tibits-London_England.html,Excellent vegan option. Good service with a wide variety of dishes to choose from. I carried a meat lover here for lunch and even they were impressed. I always pop in when I'm in London.,Date of visit: April 2017,Lets go Veggie,Excellent vegan option. Good service with a wide variety of dishes to choose from. I carried a meat lover here for lunch and even they were impressed. I always pop in when I'm in London.
Amazing heathy vegetarian and vegan food,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r485295329-Tibits-London_England.html,"The only this about this place is that they don't indicate which meal is gluten free, which makes it a bit confusing. If you are gluten free this place maybe not the best option. Otherwise you get a really tasty vegetarian meals.",Date of visit: May 2017,Amazing heathy vegetarian and vegan food,"The only this about this place is that they don't indicate which meal is gluten free, which makes it a bit confusing. If you are gluten free this place maybe not the best option. Otherwise you get a really tasty vegetarian meals."
Average Restaurant,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r485099922-Tibits-London_England.html,"I stopped here for dinner this evening the food was ok as was the service the weigh your plate idea is ok but not if you eat like a horse which could make the meal very expensive also the pay per helping is a bit...More,Dear Eddie,
Thank you for visiting tibits. We have a large selection of 40+ dishes to choose from daily. Our menu is seasonal and everything is homemade to offer the best quality. We charge by weight and for dinner it's £2.80/100grams. 
We hope to see...More",Date of visit: May 2017,Average Restaurant,I stopped here for dinner this evening the food was ok as was the service the weigh your plate idea is ok but not if you eat like a horse which could make the meal very expensive also the pay per helping is a bit bothersome
Veggie delights,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r484178546-Tibits-London_England.html,Salad hot dishes desserts juices my first trip   loved the weigh your plate experience great idea staff nice,>,Veggie delights,Salad hot dishes desserts juices my first trip loved the weigh your plate experience great idea staff nice
New discovery,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r484156002-Tibits-London_England.html,"We met up with relatives who suggested Tibits as a venue and we are glad they did.

We are not naturally vegetarian but were really pleased with the food chosen and enjoyed the experience immensely. 

We would certainly recommend this restaurant to anyone and will...More,Thank you for the review. We are glad you liked it. 
Come and visit again soon.",Date of visit: May 2017,New discovery,We met up with relatives who suggested Tibits as a venue and we are glad they did.We are not naturally vegetarian but were really pleased with the food chosen and enjoyed the experience immensely. We would certainly recommend this restaurant to anyone and will definately return.
Veggie heaven!,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r483968599-Tibits-London_England.html,"Excellent restaurant, true to its Swiss heritage! Although it does cater primarily to vegetarians, the big palette of salads/warm dishes/dessert was also fun to try and delicious for our carnivore friends. We could only fit so many tastes on the plate, but that did not...More",Date of visit: May 2017,Veggie heaven!,"Excellent restaurant, true to its Swiss heritage! Although it does cater primarily to vegetarians, the big palette of salads/warm dishes/dessert was also fun to try and delicious for our carnivore friends. We could only fit so many tastes on the plate, but that did not stop us from swapping to taste from eachother's plates. It did seem to be quite busy so you might be better off booking a bit in advance at the weekend. A great find, will definitely return!"
Excellent food and friendly staff,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r483575568-Tibits-London_England.html,"The food is very tasty with a variety of 40 dishes! 
Friendly staff in a relaxed environment.
Will def be back!",Date of visit: May 2017,Excellent food and friendly staff,The food is very tasty with a variety of 40 dishes! Friendly staff in a relaxed environment.Will def be back!
Vastly overpriced,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r483572026-Tibits-London_England.html,"Great selection of food and service is friendly. 

For two of us it cost about £60 for food which is essentially prepared in advance and kept warm in bain maries. Some of it was very good, some of it was very unremarkable and more in...More,At tibits we offer a daily selection of 40+ homemade dishes. All the food is prepared several times a day to keep it fresh and tasty on the ""food boat"". We charge by weight £2.50/100 grams. If you are not used to buffet the best...More",Date of visit: April 2017,Vastly overpriced,"Great selection of food and service is friendly. For two of us it cost about £60 for food which is essentially prepared in advance and kept warm in bain maries. Some of it was very good, some of it was very unremarkable and more in line with the quality you would expect from a work place canteen. I appreciate the location is prime and rent must be huge but felt like for the price (charged by weight of your food) the offering could be a bit stronger. Great for veggies to have so much choice though."
Poor value for money,https://www.tripadvisor.com/ShowUserReviews-g186338-d1016181-r483350233-Tibits-London_England.html,This is expensive for buffet style eating unless you eat like a sparrow. Range of nice but not exciting food.,Date of visit: May 2017,Poor value for money,This is expensive for buffet style eating unless you eat like a sparrow. Range of nice but not exciting food.
,,,,,
